"iata","name","state","country","latitude","longitude","totalflights","numberofdelays","delaypercentage"
"X60","Williston Municipal","FL","USA","29.35422","-82.47288194","","",""
"4Z7","Hyder SPB","AK","USA","55.90331972","-130.0067031","","",""
"HXF","Hartford Municipal","WI","USA","43.34927806","-88.39112528","","",""
"F53","Franklin County","TX","USA","33.21530583","-95.2374925","","",""
"63S","Colville Municipal","WA","USA","48.54156944","-117.8844247","","",""
"S85","Big Sky ","MT","USA","48.15333333","-104.5038889","","",""
"BUM","Butler Memorial","MO","USA","38.28977028","-94.34012694","","",""
"SME","Somerset-Pulaski County","KY","USA","37.05419722","-84.61494139","","",""
"BBB","Benson Municipal","MN","USA","45.3319325","-95.650565","","",""
"SNY","Sidney Municipal","NE","USA","41.10133333","-102.9852778","","",""
"MDF","Mooreland Municipal","OK","USA","36.48475778","-99.19415778","","",""
"0M8","Byerley","LA","USA","32.82587917","-91.187665","","",""
"CHT","Chillicothe Municipal","MO","USA","39.78215278","-93.49568056","","",""
"3AU","Augusta Municipal","KS","USA","37.67162778","-97.07787222","","",""
"T69","Sinton-San Patricio County","TX","USA","28.03925","-97.54244444","","",""
"KFP","False Pass","AK","USA","54.84744583","-163.4103222","","",""
"C18","Frankfort","IL","USA","41.4775","-87.84047222","","",""
"49A","Gilmer County","GA","USA","34.62786417","-84.52492889","","",""
"MRH","Michael J. Smith","NC","USA","34.73355028","-76.66059611","","",""
"HHG","Huntington Municipal","IN","USA","40.85299","-85.45941917","","",""
"Y19","Mandan Municipal","ND","USA","46.76823667","-100.8943433","","",""
"L35","Big Bear City","CA","USA","34.26361944","-116.854475","","",""
"19P","Port Protection SPB","AK","USA","56.32880417","-133.6100844","","",""
"EAN","Phifer Airfield","WY","USA","42.05552528","-104.9327492","","",""
"RSV","Robinson Municipal","IL","USA","39.01604222","-87.649775","","",""
"4B8","Robertson ","CT","USA","41.69037667","-72.8648225","","",""
"N14","Flying W","NJ","USA","39.93427778","-74.80725","","",""
"SPX","Houston-Gulf","TX","USA","29.50836111","-95.05133333","","",""
"DPA","Du Page","IL","USA","41.90688333","-88.24841722","","",""
"4PH","Polacca","AZ","USA","35.79167222","-110.4234653","","",""
"Y93","Atlanta Municipal","MI","USA","45.00000833","-84.13333667","","",""
"U03","Buhl Municipal","ID","USA","42.59157139","-114.7967178","","",""
"DEW","Deer Park","WA","USA","47.96663889","-117.4266667","","",""
"4S2","Hood River","OR","USA","45.67261833","-121.5364625","","",""
"HWD","Hayward Executive","CA","USA","37.65926528","-122.1224083","","",""
"DRT","Del Rio International","TX","USA","29.37181222","-100.9232339","","",""
"IKV","Ankeny Regional","IA","USA","41.69128556","-93.56630333","","",""
"7K8","Martin ","NE","USA","42.45416111","-96.47253111","","",""
"12C","Rochelle Municipal","IL","USA","41.89300139","-89.07829","","",""
"FDY","Findlay","OH","USA","41.01352778","-83.66869444","","",""
"E19","Gruver Municipal","TX","USA","36.23372611","-101.4321894","","",""
"22B","Mountain Meadow Airstrip","CT","USA","41.77287528","-73.01121667","","",""
"RMG","Richard B Russell","GA","USA","34.35060111","-85.15801389","","",""
"M83","McCharen ","MS","USA","33.58403556","-88.66668694","","",""
"2O1","Gansner ","CA","USA","39.94378056","-120.9468983","","",""
"PWG","McGregor Exectuive ","TX","USA","31.48491667","-97.31652778","","",""
"HVC","Hopkinsville-Christian County","KY","USA","36.85658333","-87.45725","","",""
"GPZ","Grand Rapids-Itasca County","MN","USA","47.21110333","-93.50984472","","",""
"TPF","Peter O. Knight","FL","USA","27.91557833","-82.44926083","","",""
"I05","Sturgis Municipal","KY","USA","37.54083333","-87.95183333","","",""
"APT","Marion County-Brown ","TN","USA","35.06067778","-85.58531667","","",""
"LPC","Lompoc","CA","USA","34.66561028","-120.4667883","","",""
"AIO","Atlantic Municipal","IA","USA","41.40726722","-95.04690639","","",""
"ARA","Acadiana Regional","LA","USA","30.03775833","-91.88389611","","",""
"7M3","Bearce","AR","USA","34.52926056","-93.52713472","","",""
"4I9","Morrow County","OH","USA","40.52452778","-82.85005556","","",""
"RME","Griffis Airpark","NY","USA","43.23379861","-75.40703333","","",""
"ROP","Prachinburi","","Thailand","14.078333","101.378334","","",""
"HWO","North Perry","FL","USA","26.00142417","-80.24052056","","",""
"AVQ","Marana Northwest Regional","AZ","USA","32.40939028","-111.2185086","","",""
"CTK","Ingersoll","IL","USA","40.56909444","-90.07484","","",""
"9S2","Scobey","MT","USA","48.80772722","-105.43947","","",""
"H19","Bowling Green Municipal","MO","USA","39.36993361","-91.21925556","","",""
"CMY","Sparta/Fort McCoy","WI","USA","43.95834806","-90.7378975","","",""
"2M4","G. V. Montgomery","MS","USA","32.35347778","-89.48867944","","",""
"34A","Laurens County","SC","USA","34.50705556","-81.94719444","","",""
"ANV","Anvik","AK","USA","62.64858333","-160.1898889","","",""
"FFC","Peachtree City - Falcon ","GA","USA","33.35725","-84.57183333","","",""
"Y37","Park River Municipal","ND","USA","48.39443778","-97.78147889","","",""
"CJX","Crooked Creek","AK","USA","61.86902194","-158.1371178","","",""
"1S5","Sunnyside Municipal","WA","USA","46.32763139","-119.9705964","","",""
"7V7","Red Cloud Municipal","NE","USA","40.08473556","-98.54061694","","",""
"RXE","Rexburg-Madison County","ID","USA","43.83391139","-111.805105","","",""
"N40","Sky Manor ","NJ","USA","40.56626889","-74.97864139","","",""
"AKP","Anaktuvuk Pass","AK","USA","68.1343225","-151.74168","","",""
"UNI","Ohio University","OH","USA","39.21096222","-82.23142583","","",""
"EGQ","Emmetsburg Municipal","IA","USA","43.10202056","-94.704675","","",""
"ENA","Kenai Municipal","AK","USA","60.572","-151.2475278","","",""
"TYL","Taylor","AZ","USA","34.45283333","-110.1148056","","",""
"5A4","Okolona Mun.-Richard M. Stovall ","MS","USA","34.01580528","-88.72618944","","",""
"CBE","Cumberland Regional","MD","USA","39.61541667","-78.76086361","","",""
"CUH","Cushing Municipal","OK","USA","35.949925","-96.77305278","","",""
"K01","Farington ","NE","USA","40.38750167","-95.78916167","","",""
"GSH","Goshen Municipal","IN","USA","41.52716028","-85.79210278","","",""
"F36","Cordell Municipal","OK","USA","35.30421917","-98.96702167","","",""
"ARC","Arctic Village","AK","USA","68.11608083","-145.5761114","","",""
"IFA","Iowa Falls Municipal","IA","USA","42.47078639","-93.26995361","","",""
"RWN","Arens ","IN","USA","41.09226306","-86.61287111","","",""
"IYS","Wasilla","AK","USA","61.57196083","-149.5405556","","",""
"CNM","Cavern City Air Terminal","NM","USA","32.33747222","-104.2632778","","",""
"HSL","Huslia","AK","USA","65.70055556","-156.3875","","",""
"PPO","La Porte Municipal","IN","USA","41.57276194","-86.73413139","","",""
"OCH","Nacogdoches-A.L. Mangham Jr. Regional","TX","USA","31.57802778","-94.70954167","","",""
"THV","York","PA","USA","39.916995","-76.87302611","","",""
"MAL","Malone-Dufort","NY","USA","44.85365722","-74.32894972","","",""
"04M","Calhoun County","MS","USA","33.93011222","-89.34285194","","",""
"N47","Pottstown Muni","PA","USA","40.26040083","-75.67085306","","",""
"MYL","McCall","ID","USA","44.88879556","-116.1017497","","",""
"3R4","Hart","LA","USA","31.54489667","-93.48645306","","",""
"TTA","Sanford-Lee County Regional","NC","USA","35.58247222","-79.10136111","","",""
"SQI","Whiteside Co ","IL","USA","41.74284139","-89.67629028","","",""
"MSL","Northwest Alabama Regional ","AL","USA","34.74532028","-87.61023222","","",""
"74S","Anacortes","WA","USA","48.4989925","-122.6623956","","",""
"N67","Wings ","PA","USA","40.13647333","-75.26702972","","",""
"SBM","Sheboygan County Memorial","WI","USA","43.76949444","-87.85158944","","",""
"GGW","Wokal Field/Glasgow Intl","MT","USA","48.21246417","-106.6148231","","",""
"CXL","Calexico International","CA","USA","32.66950333","-115.5133281","","",""
"DMN","Deming Municipal","NM","USA","32.26230917","-107.7206397","","",""
"3GM","Grand Haven Memorial Airpark","MI","USA","43.03404639","-86.1981625","","",""
"T56","Crockett-Houston County","TX","USA","31.30696111","-95.40383056","","",""
"CQB","Chandler Municipal","OK","USA","35.72381556","-96.82027306","","",""
"9A1","Covington Municipal","GA","USA","33.6324825","-83.84955806","","",""
"1L0","St. John the Baptist Parish","LA","USA","30.08720833","-90.58266528","","",""
"I63","Mt. Sterling Municipal","IL","USA","39.9875","-90.80416667","","",""
"JYG","St James Municipal","MN","USA","43.98631833","-94.55793722","","",""
"AIZ","Lee C Fine Memorial","MO","USA","38.096035","-92.5494875","","",""
"8A0","Albertville Municipal ","AL","USA","34.22910972","-86.25575806","","",""
"DCU","Pryor  Regional","AL","USA","34.65264667","-86.94536778","","",""
"3BS","Jack Barstow","MI","USA","43.66291528","-84.261325","","",""
"EFD","Ellington ","TX","USA","29.60733333","-95.15875","","",""
"0L5","Goldfield","NV","USA","37.71798833","-117.2384119","","",""
"S07","Bend Muni","OR","USA","44.09483333","-121.2006389","","",""
"AQY","Girdwood","AK","USA","60.96609583","-149.1257892","","",""
"S25","Watford City Municipal","ND","USA","47.79569972","-103.2536992","","",""
"N85","Alexandria ","NJ","USA","40.58757389","-75.01942056","","",""
"5J0","John Day State","OR","USA","44.40416667","-118.9625","","",""
"SVE","Susanville Municipal","CA","USA","40.37684111","-120.5730033","","",""
"8U6","Terry","MT","USA","46.77917333","-105.3047083","","",""
"6V6","Hopkins ","CO","USA","38.23879833","-108.5632597","","",""
"SUE","Door County Cherryland","WI","USA","44.84366222","-87.42154111","","",""
"O85","Benton ","CA","USA","40.57487278","-122.4080642","","",""
"0F4","Loup City Municipal","NE","USA","41.29028694","-98.99064278","","",""
"SUT","Brunswick County","NC","USA","33.92925694","-78.07499167","","",""
"Q37","Carrizozo Municipal","NM","USA","33.64886139","-105.895685","","",""
"PIZ","Point Lay Dew Station","AK","USA","69.732875","-163.0053417","","",""
"LHQ","Fairfield County","OH","USA","39.75564722","-82.65711","","",""
"SET","St Charles County Smart ","MO","USA","38.92969444","-90.42996111","","",""
"AJC","Chignik (Anchorage Bay)","AK","USA","56.3114625","-158.3732369","","",""
"7S1","Twin Bridges","MT","USA","45.53325917","-112.3091656","","",""
"SPB","Scappoose Industrial Airpark","OR","USA","45.77250444","-122.8623611","","",""
"C05","Chenega Bay","AK","USA","60.07730556","-147.9918889","","",""
"2M3","Sallisaw Municipal","OK","USA","35.43816667","-94.80277778","","",""
"UOX","University-Oxford","MS","USA","34.38431528","-89.53530972","","",""
"HUL","Houlton International","ME","USA","46.12308333","-67.79205556","","",""
"AFW","Fort Worth Alliance","TX","USA","32.98763889","-97.31880556","","",""
"LWD","Lamoni Municipal","IA","USA","40.63333306","-93.90217028","","",""
"MLF","Milford Municipal","UT","USA","38.4266325","-113.0124564","","",""
"49X","Chemehuevi Valley","CA","USA","34.52751083","-114.4310697","","",""
"Y66","Drummond Island","MI","USA","46.00931139","-83.74393417","","",""
"OPN","Thomaston-Upton County","GA","USA","32.95458861","-84.26315222","","",""
"DNL","Daniel ","GA","USA","33.46663667","-82.03933917","","",""
"SKA","Fairchild AFB","","USA","47.615058","-117.655803","","",""
"UKI","Ukiah Municipal","CA","USA","39.12595722","-123.200855","","",""
"OXV","Knoxville Municipal","IA","USA","41.29888556","-93.11381556","","",""
"K22","Big Sandy Regional","KY","USA","37.75102778","-82.63669444","","",""
"20U","Beach","ND","USA","46.92362444","-103.9785389","","",""
"N23","Sidney Muni","NY","USA","42.30258","-75.41595639","","",""
"L15","Henderson","NV","USA","35.97636444","-115.1327708","","",""
"MKK","Molokai","HI","USA","21.15288583","-157.0962561","","",""
"Z09","Kasigluk","AK","USA","60.87202194","-162.5248094","","",""
"5R4","Foley Municipal","AL","USA","30.42769722","-87.70082","","",""
"CPC","Columbus County Municipal","NC","USA","34.27287278","-78.71499278","","",""
"Q61","Georgetown","CA","USA","38.92111389","-120.8647944","","",""
"OKM","Okmulgee Municipal","OK","USA","35.66813889","-95.94869444","","",""
"K06","Greater Beardstown","IL","USA","39.97338139","-90.40373556","","",""
"KLS","Kelso-Longview","WA","USA","46.118","-122.8983889","","",""
"GEZ","Shelbyville Municipal","IN","USA","39.58316583","-85.80481","","",""
"BWP","Harry Stern","ND","USA","46.24640083","-96.6056825","","",""
"S67","Nampa Muni","ID","USA","43.58133333","-116.5230556","","",""
"LBF","North Platte Regional ","NE","USA","41.12621194","-100.6836542","","",""
"K81","Miami County","KS","USA","38.53751389","-94.92524194","","",""
"1K9","Satanta Municipal","KS","USA","37.45419111","-100.9921119","","",""
"MWA","Williamson County","IL","USA","37.75313528","-89.01159694","","",""
"5G8","Pittsburgh Boquet Airpark","PA","USA","40.37645722","-79.60837583","","",""
"THA","Tullahoma Regional","TN","USA","35.38015694","-86.24602333","","",""
"IFP","Laughlin/Bullhead International","AZ","USA","35.15738889","-114.5595278","","",""
"9V6","Martin Municipal","SD","USA","43.16564083","-101.7126953","","",""
"H35","Clarksville Municipal","AR","USA","35.47069417","-93.427155","","",""
"BVO","Bartlesville Municipal","OK","USA","36.76247611","-96.01115167","","",""
"PVU","Provo Muni","UT","USA","40.21919444","-111.7233611","","",""
"RNM","Ramona","CA","USA","33.038905","-116.9136392","","",""
"KQA","Akutan SPB","AK","USA","54.13246694","-165.7853111","","",""
"4I3","Knox County","OH","USA","40.32872222","-82.52377778","","",""
"F12","Rusk County","TX","USA","32.14172222","-94.85172222","","",""
"0R0","Columbia-Marion County","MS","USA","31.29700806","-89.81282944","","",""
"DFI","Defiance Memorial","OH","USA","41.3375","-84.42880556","","",""
"GYH","Donaldson Center","SC","USA","34.75831917","-82.376415","","",""
"OVS","Boscobel","WI","USA","43.16063056","-90.67421833","","",""
"88J","Allendale County","SC","USA","32.99512944","-81.27024583","","",""
"BCE","Bryce Canyon","UT","USA","37.70637111","-112.1454725","","",""
"7F6","Clarksville-Red River County","TX","USA","33.59316472","-95.06355528","","",""
"VRB","Vero Beach Municipal","FL","USA","27.65555556","-80.41794444","","",""
"73J","Beaufort County","SC","USA","32.4121375","-80.63455083","","",""
"ONL","O Neill Municipal","NE","USA","42.46988889","-98.68805556","","",""
"ANE","Anoka County","MN","USA","45.145","-93.21138889","","",""
"BXG","Burke County","GA","USA","33.04093056","-82.00397917","","",""
"JZI","Charleston Executive","SC","USA","32.70086111","-80.00291667","","",""
"3K3","Syracuse-Hamilton County Municipal","KS","USA","37.99167972","-101.7462822","","",""
"ODO","Odessa-Schlemeyer ","TX","USA","31.92056722","-102.3870892","","",""
"IJX","Jacksonville Municipal","IL","USA","39.77429694","-90.23856583","","",""
"7A8","Avery County/Morrison ","NC","USA","35.94457028","-81.99566944","","",""
"6D8","Barnes County Municipal","ND","USA","46.94100778","-98.01762611","","",""
"WBQ","Beaver","AK","USA","66.36155056","-147.4012186","","",""
"CXY","Capital City","PA","USA","40.21713889","-76.85147222","","",""
"CSB","Cambridge Municipal","NE","USA","40.30658333","-100.1620833","","",""
"E80","Alexander Municipal","NM","USA","34.64519778","-106.8336958","","",""
"ORG","Orange County","TX","USA","30.06916667","-93.80091667","","",""
"N68","Chambersburg Muni","PA","USA","39.97295167","-77.64326778","","",""
"HTW","Lawrence County Airpark,Inc","OH","USA","38.41924861","-82.4943225","","",""
"SD18","Flandreau Municipal","SD","USA","44.00386056","-96.59310139","","",""
"E60","Eloy Municipal","AZ","USA","32.80700583","-111.58679","","",""
"LAR","Laramie Regional","WY","USA","41.31205","-105.6749864","","",""
"I75","Osceola Municipal","IA","USA","41.05221889","-93.68966222","","",""
"6B0","Middlebury State","VT","USA","43.98478278","-73.09594889","","",""
"XVG","Longville Municipal","MN","USA","46.99016361","-94.20400222","","",""
"SHL","Sheldon Municipal","IA","USA","43.20839361","-95.83343306","","",""
"OZW","Livingston County","MI","USA","42.62950694","-83.98417361","","",""
"C83","Byron","CA","USA","37.8284525","-121.6258219","","",""
"6A1","Butler Municipal","GA","USA","32.56736694","-84.25074833","","",""
"LGU","Logan-Cache","UT","USA","41.78773083","-111.8526822","","",""
"9S5","Three Forks","MT","USA","45.87852778","-111.5691389","","",""
"SLR","Sulphur Springs Municipal","TX","USA","33.15983333","-95.62113889","","",""
"3J7","Greene County Airpark","GA","USA","33.59766667","-83.139","","",""
