"iata","name","latitude","longitude","totalflights","numberofdelays","delaypercentage","carrierdelay","weatherdelay","nasdelay","securitydelay","lateaircraftdelay"
"LNP","Lonesome Pine","36.98743194","-82.53017361","","","","","","","",""
"JRA","Port Authority-W 30th St Midtown Heliport","40.75454583","-74.00708389","","","","","","","",""
"U77","Spanish Fork-Springville","40.14162139","-111.6613125","","","","","","","",""
"FFL","Fairfield Municipal","41.05332417","-91.97892333","","","","","","","",""
"ALS","San Luis Valley Regional/Bergman ","37.43491667","-105.8665556","","","","","","","",""
"GON","Groton-New London","41.33005778","-72.04513556","","","","","","","",""
"C71","Crosby Municipal","31.29600472","-91.05288167","","","","","","","",""
"AHP","Port Alexander SPB","56.24684222","-134.6481539","","","","","","","",""
"8M1","Booneville-Baldwyn","34.58981806","-88.64699861","","","","","","","",""
"C34","Gibson City Municipal","40.48578389","-88.2672725","","","","","","","",""
"LUG","Ellington ","35.506975","-86.80388611","","","","","","","",""
"EGT","Wellington Municipal","37.32441028","-97.38732333","","","","","","","",""
"3M7","Lafayette Municipal","36.518375","-86.05828083","","","","","","","",""
"0V2","Harriet Alexander ","38.53916389","-106.0458483","","","","","","","",""
"CNC","Chariton Municipal","41.01962389","-93.35968028","","","","","","","",""
"0R5","David G Joyce","31.96366222","-92.66026056","","","","","","","",""
"FCY","Forrest City Municipal","34.94199806","-90.77496611","","","","","","","",""
"HJH","Hebron Municipal","40.15225","-97.58697222","","","","","","","",""
"5K2","Tribune Municipal","38.45418222","-101.7462828","","","","","","","",""
"C00","Mercer County","41.248645","-90.73708361","","","","","","","",""
"57C","East Troy Municipal","42.79711111","-88.3725","","","","","","","",""
"MKT","Mankato Regional","44.22164528","-93.91874333","","","","","","","",""
"HFD","Hartford Brainard","41.73626861","-72.65021389","","","","","","","",""
"VHN","Culberson County","31.05784417","-104.7838056","","","","","","","",""
"Q06","City of Tulia/Swisher County Municipal","34.56682472","-101.7814611","","","","","","","",""
"IAN","Bob Baker Memorial","66.97937611","-160.4358597","","","","","","","",""
"44B","Dover/Foxcroft","45.18338806","-69.2328225","","","","","","","",""
"GUP","Gallup Municipal","35.51105833","-108.7893094","","","","","","","",""
"VIS","Visalia Municipal","36.31866667","-119.3928889","","","","","","","",""
"I88","Pontiac Municipal","40.92372222","-88.6255","","","","","","","",""
"1N4","Woodbine Muni ","39.21915","-74.794765","","","","","","","",""
"PPG","Pago Pago International","14.33102278","-170.7105258","","","","","","","",""
"UVA","Garner ","29.21135028","-99.74358306","","","","","","","",""
"CUB","Columbia Owens Downtown","33.97047222","-80.99525","","","","","","","",""
"1K2","Lindsay Municipal","34.85007333","-97.58642028","","","","","","","",""
"48V","Tri-County","40.010225","-105.047975","","","","","","","",""
"1F1","Lake Murray State Park","34.07509694","-97.10667917","","","","","","","",""
"M82","Madison County Executive ","34.85645028","-86.55621472","","","","","","","",""
"0V3","Pioneer Village ","40.5149125","-98.94565083","","","","","","","",""
"E52","Oldham County","35.23199833","-102.3990931","","","","","","","",""
"MAC","Herbert Smart Downtown","32.82213889","-83.56202778","","","","","","","",""
"3A2","New Tazewell Municipal","36.41008417","-83.55546167","","","","","","","",""
"TAD","Perry Stokes","37.25937778","-104.340675","","","","","","","",""
"O53","Medford Municipal","36.79058417","-97.74899722","","","","","","","",""
"RYN","Ryan ","32.14308333","-111.1728611","","","","","","","",""
"ONA","Winona Muni-Max Conrad","44.07721306","-91.70831694","","","","","","","",""
"W22","Upshur County Regional","39.00035833","-80.27392778","","","","","","","",""
"ELO","Ely Municipal","47.82454639","-91.83073056","","","","","","","",""
"KVL","Kivalina","67.73125333","-164.5518019","","","","","","","",""
"2S7","Chiloquin State","42.58319167","-121.8761261","","","","","","","",""
"1A9","Autauga County","32.438775","-86.51044778","","","","","","","",""
"VSF","Springfield State/Hartness","43.34362889","-72.5173125","","","","","","","",""
"6A2","Griffin-Spaulding County ","33.22697222","-84.27494444","","","","","","","",""
"MGR","Moultrie Municipal","31.08490917","-83.80325528","","","","","","","",""
"17N","Cross Keys","39.70547583","-75.03300306","","","","","","","",""
"3S4","Illinois Valley","42.10372417","-123.6822911","","","","","","","",""
"PTU","Platinum","59.01135611","-161.8196661","","","","","","","",""
"CIK","Chalkyitsik","66.64969083","-143.7359492","","","","","","","",""
"JOT","Joliet Park District","41.51805833","-88.17525583","","","","","","","",""
"F45","North Palm Beach County General Aviation","26.84537306","-80.22148111","","","","","","","",""
"8G6","Harrison County","40.23820667","-81.01256917","","","","","","","",""
"N79","Northumberland Cty","40.83692306","-76.55245611","","","","","","","",""
"HOE","Homerville","31.05591667","-82.77413889","","","","","","","",""
"ETB","West Bend Municipal","43.42219444","-88.12792667","","","","","","","",""
"BGD","Hutchinson County","35.70004194","-101.3940536","","","","","","","",""
"8D9","Howard Municipal","44.02914056","-97.53784778","","","","","","","",""
"U96","Cal Black Memorial","37.44221444","-110.5695836","","","","","","","",""
"UCP","New Castle Muni","41.02533778","-80.41337194","","","","","","","",""
"IMT","Ford","45.81835417","-88.1145425","","","","","","","",""
"SIY","Siskiyou County","41.78144167","-122.4681094","","","","","","","",""
"MKJ","Mountain Empire","36.8948525","-81.349955","","","","","","","",""
"3B1","Greenville Municipal","45.46302778","-69.55161111","","","","","","","",""
"MVE","Montevideo-Chippewa County ","44.96905556","-95.71025","","","","","","","",""
"3S8","Grants Pass","42.51011722","-123.3879894","","","","","","","",""
"0O3","Calaveras Co-Maury Rasmussen ","38.14611639","-120.6481733","","","","","","","",""
"TQK","Scott City Municipal","38.47427778","-100.8849444","","","","","","","",""
"E05","Hatch Muni","32.66106083","-107.1979339","","","","","","","",""
"5Z5","Kantishna","63.54171472","-150.9939547","","","","","","","",""
"ZPH","Zephyrhills Municipal","28.22806472","-82.15591639","","","","","","","",""
"MNI","Clarendon County","33.58711111","-80.20866667","","","","","","","",""
"EXX","Davidson County","35.78114028","-80.30378194","","","","","","","",""
"E42","Spearman Municipal","36.221","-101.1945","","","","","","","",""
"0J4","Florala Municipal","31.04247361","-86.31156111","","","","","","","",""
"JSO","Jacksonville-Cherokee County","31.86933667","-95.21739028","","","","","","","",""
"IWS","West Houston","29.81819444","-95.67261111","","","","","","","",""
"H97","Pawnee Municipal","36.38338556","-96.8103125","","","","","","","",""
"ORH","Worcester Regional","42.26733944","-71.87570944","","","","","","","",""
"MNZ","Hamilton Municipal","31.66592639","-98.1486375","","","","","","","",""
"M97","Tunica Municipal","34.69232306","-90.35065389","","","","","","","",""
"AAO","Colonel James Jabara","37.74755556","-97.22113889","","","","","","","",""
"S52","Methow Valley State","48.42070056","-120.1470264","","","","","","","",""
"CEY","Kyle-Oakley ","36.66458333","-88.37277722","","","","","","","",""
"WMC","Winnemucca Municipal","40.89661111","-117.8058889","","","","","","","",""
"VUO","Pearson Airpark","45.6204525","-122.6564883","","","","","","","",""
"4V9","Antelope County","42.11222889","-98.0386775","","","","","","","",""
"61B","Boulder City Municipal","35.94748028","-114.8610967","","","","","","","",""
"86F","Carnegie Municipal","35.12061417","-98.5806175","","","","","","","",""
"OOH","Hoonah SPB","58.11215944","-135.451805","","","","","","","",""
"SCH","Schenectady Cty","42.85245556","-73.9288675","","","","","","","",""
"0E8","Crownpoint","35.71765889","-108.2015961","","","","","","","",""
"UIN","Quincy Municipal-Baldwin ","39.94262417","-91.19445611","","","","","","","",""
"U70","Cascade","44.4937825","-116.0162422","","","","","","","",""
"IMM","Immokalee","26.43316667","-81.40102778","","","","","","","",""
"8A1","Guntersville Municipal","34.39944167","-86.27016111","","","","","","","",""
"82C","Mauston-New Lisbon Union","43.83872167","-90.13768389","","","","","","","",""
"DLN","Dillon","45.25536056","-112.5525067","","","","","","","",""
"5S8","St. Michael","63.49005056","-162.1103692","","","","","","","",""
"MPR","McPherson","38.35243722","-97.69133028","","","","","","","",""
"M39","Mena Intermountain Municipal","34.54539444","-94.20265278","","","","","","","",""
"BVY","Beverly Municipal","42.58417111","-70.91651833","","","","","","","",""
"7N1","Corning-Painted Post","42.17590722","-77.11219278","","","","","","","",""
"3O1","Gustine","37.26271722","-120.9632586","","","","","","","",""
"1V9","Blake ","38.78539722","-108.0636611","","","","","","","",""
"0L7","Jean","35.76827222","-115.3296378","","","","","","","",""
"EDE","Edenton Municipal","36.027735","-76.56709333","","","","","","","",""
"DVT","Phoenix-Deer Valley","33.68831667","-112.0825614","","","","","","","",""
"62H","Giddings-Lee County","30.16927167","-96.98001083","","","","","","","",""
"W31","Lunenburg County","36.96015","-78.18499861","","","","","","","",""
"VTI","Vinton Veterans Memorial Airpark","42.21862611","-92.02592806","","","","","","","",""
"2J9","Quincy Municipal","30.59786111","-84.55741667","","","","","","","",""
"KYU","Koyukuk","64.87714278","-157.7158358","","","","","","","",""
"S72","St Maries Municipal","47.32768722","-116.5773906","","","","","","","",""
"HAF","Half Moon Bay","37.51382944","-122.5010892","","","","","","","",""
"01J","Hilliard Airpark","30.6880125","-81.90594389","","","","","","","",""
"LOZ","London-Corbin  Magee ","37.08727778","-84.07677778","","","","","","","",""
"PSK","New River Valley","37.13734528","-80.67848167","","","","","","","",""
"CEM","Central","65.57380667","-144.7832908","","","","","","","",""
"1M2","Belzoni Municipal","33.14518056","-90.51528472","","","","","","","",""
"LUL","Hesler-Noble ","31.67255139","-89.17222417","","","","","","","",""
"OZA","Ozona Municipal","30.73528028","-101.2029719","","","","","","","",""
"1V2","Grant County ","42.00942944","-101.7693439","","","","","","","",""
"UES","Waukesha County","43.04102778","-88.23705556","","","","","","","",""
"8K9","Murphys Pullout SPB","55.38965028","-131.7380742","","","","","","","",""
"TGC","Gibson County","35.93245472","-88.84894028","","","","","","","",""
"22N","Carbon Cty-Jake Arner Memorial","40.80950889","-75.76149639","","","","","","","",""
"CSV","Crossville Memorial","35.95129194","-85.08497806","","","","","","","",""
"22M","Pontotoc County","34.27593833","-89.03839694","","","","","","","",""
"MML","Marshall Muni - Ryan ","44.45006611","-95.82234028","","","","","","","",""
"88C","Palmyra Municipal","42.88355556","-88.59743056","","","","","","","",""
"LJF","Litchfield Municipal","45.09712889","-94.50726833","","","","","","","",""
"SKW","Skwentna","61.965295","-151.1913661","","","","","","","",""
"LLQ","Monticello Municipal","33.6385525","-91.75101833","","","","","","","",""
"15F","Haskell Municipal","33.19155556","-99.71793056","","","","","","","",""
"OH21","Huron County","41.24476583","-82.55122722","","","","","","","",""
"M41","Holly Springs-Marshall County","34.80434611","-89.5211075","","","","","","","",""
"3R2","Le Gros Memorial","30.16173611","-92.48396111","","","","","","","",""
"Y83","Sandusky City","43.45418694","-82.84938028","","","","","","","",""
"EFC","Belle Fourche Municipal","44.7342075","-103.8619925","","","","","","","",""
"RQE","Window Rock","35.65205556","-109.0673889","","","","","","","",""
"GTU","Georgetown Municipal","30.67880889","-97.67938389","","","","","","","",""
"AUH","Aurora Municipal","40.89413889","-97.99455556","","","","","","","",""
"Q94","Rio Linda","38.67601389","-121.4455092","","","","","","","",""
"PMP","Pompano Beach Airpark","26.24713889","-80.11105556","","","","","","","",""
"0D1","South Haven Municipal","42.35083333","-86.25613889","","","","","","","",""
"PDT","Eastern Oregon Regional At Pendleton","45.69505556","-118.8414444","","","","","","","",""
"EIW","County Memorial","36.53531083","-89.59971722","","","","","","","",""
"PVF","Placerville","38.72421806","-120.753325","","","","","","","",""
"O60","Cloverdale Municipal","38.7743525","-122.9922217","","","","","","","",""
"0F7","Fountainhead Lodge Airpark","35.38898833","-95.60165111","","","","","","","",""
"ENN","Nenana Municipal","64.54898167","-149.0735053","","","","","","","",""
"1V5","Boulder Muni","40.03942972","-105.2258217","","","","","","","",""
"COQ","Cloquet-Carlton County","46.70016833","-92.50552861","","","","","","","",""
"5V8","Kadoka Municipal","43.83332611","-101.4970881","","","","","","","",""
"4KA","Tununak","60.57559667","-165.2731272","","","","","","","",""
"STK","Crosson ","40.6152625","-103.2646556","","","","","","","",""
"PTS","Atkinson Municipal","37.44855556","-94.73133333","","","","","","","",""
"FCI","Chesterfield County","37.4065375","-77.52498667","","","","","","","",""
"CGS","College Park","38.98058333","-76.92230556","","","","","","","",""
"46N","Sky Park","41.98458333","-73.83596556","","","","","","","",""
"1K5","Waynoka Municipal","36.56670028","-98.85231333","","","","","","","",""
"48I","Braxton County","38.68704444","-80.65176083","","","","","","","",""
"MUE","Waimea-Kohala","20.00132694","-155.6681072","","","","","","","",""
"VYS","Illinois Valley Regional","41.35186806","-89.15308417","","","","","","","",""
"L52","Oceano County","35.10136472","-120.6221153","","","","","","","",""
"DLZ","Delaware Municipal","40.27970139","-83.11480167","","","","","","","",""
"MKA","Miller Municipal","44.52524444","-98.95811444","","","","","","","",""
"3O7","Hollister Municipal","36.89334528","-121.4102706","","","","","","","",""
